"transcript_id","cell_id","overlaps_nucleus","feature_name","x_location","y_location","z_location","qv"
281474976710923,7897,0,"Neurod6",4897.8994,660.3784,14.362633,40.0
281474976710924,7897,0,"Dkk3",4898.751,665.47894,14.446785,20.595146
281474976710925,7740,0,"Dkk3",4898.8965,690.26556,14.011132,28.154264
281474976710926,7745,0,"Dkk3",4899.138,729.4313,14.277777,40.0
281474976710927,710,0,"Dkk3",4899.895,840.013,14.155093,14.985145
281474976710928,7897,0,"Dkk3",4899.2256,671.4084,15.669283,40.0
281474976710929,7740,0,"Dkk3",4899.4907,688.2021,14.168153,15.622429
281474976710930,7745,1,"Bhlhe40",4899.897,726.53436,16.172844,40.0
281474976710931,7720,1,"Dkk3",4900.034,752.37256,17.07294,40.0
281474976710932,7744,0,"Car4",4900.4116,711.76227,14.893081,20.570795
281474976710933,7740,0,"Bhlhe40",4900.3364,691.05023,14.606331,16.938053
281474976710934,705,0,"Car4",4901.6274,868.4362,14.181172,40.0
281474976710935,7897,0,"Dkk3",4900.818,663.2051,15.280536,14.897481
281474976710936,7745,0,"Sema5b",4901.0586,719.97504,14.388472,40.0
281474976710937,704,0,"Car4",4902.201,855.6594,14.741679,25.560059
281474976710938,7740,0,"Wfs1",4901.1543,690.4334,15.068177,15.845541
281474976710939,7745,0,"Bhlhe40",4901.794,718.29065,14.304024,40.0
281474976710940,7740,0,"Dkk3",4901.69,691.3003,15.037398,15.215682
281474976710941,710,1,"Wfs1",4902.839,844.21484,17.529343,40.0
281474976710942,7720,1,"Car4",4902.1484,751.9632,16.414616,24.12302
281474976710943,7744,1,"Lyz2",4901.872,704.95105,16.29721,40.0
281474976710944,7720,0,"Dkk3",4902.971,753.4915,15.549803,40.0
281474976710945,7740,1,"Dkk3",4902.9424,687.75616,15.016965,40.0
281474976710946,7897,1,"Parm1",4903.2505,663.4742,16.283981,9.18855
281474976710947,7897,0,"Dkk3",4903.3525,670.9014,15.766698,40.0
281474976710948,7740,0,"Dkk3",4903.48,682.8352,14.294368,23.34814
281474976710949,710,0,"Dkk3",4904.6587,840.90643,14.464863,27.53466
281474976710950,7897,0,"Wfs1",4904.133,656.3053,14.384374,40.0
281474976710951,7730,0,"Parm1",4904.9585,796.6818,14.372112,15.900304
281474976710952,7897,1,"Dkk3",4905.1934,666.4678,16.007965,34.373394
281474976710953,7720,0,"Wfs1",4905.839,765.7012,15.087759,40.0
281474976710954,7744,0,"Dkk3",4905.9263,701.3345,16.474335,40.0
281474976710955,710,1,"Bhlhe40",4906.8013,844.9657,15.102148,25.983374
281474976710956,7740,1,"Lyz2",4905.8457,685.3426,17.416286,40.0
281474976710957,7744,1,"Gjb2",4906.037,707.18604,15.348521,18.525526
281474976710958,7897,0,"Neurod6",4906.04,660.7313,16.624084,40.0
281474976710959,7720,0,"Lyz2",4906.6177,745.1912,14.071491,40.0
281474976710960,710,0,"Car4",4907.3613,853.2736,14.3746805,11.157874
281474976710961,710,0,"Dkk3",4907.7397,847.44507,15.225878,28.154264
281474976710962,7752,0,"Bhlhe40",4907.8794,833.7664,15.523738,12.651816
281474976710963,7738,1,"Dkk3",4907.0605,676.7404,16.613613,40.0
281474976710964,7720,0,"Lyz2",4907.4775,746.6727,14.263653,40.0
281474976710965,7752,0,"Dkk3",4908.209,836.82635,15.948004,26.538876
281474976710966,7720,0,"Dkk3",4907.924,744.8197,14.657057,40.0
281474976710967,7740,1,"Dkk3",4907.8423,681.43604,17.55162,26.538876
281474976710968,7897,0,"Dkk3",4908.1313,660.85815,15.617569,22.476944
281474976710969,7752,1,"Neurod6",4909.249,835.0852,16.226877,28.154264
281474976710970,7741,1,"Car4",4908.7827,702.28125,14.97347,12.1318035
281474976710971,7897,1,"Neurod6",4908.9556,663.62427,15.839241,15.870037
281474976710972,7740,1,"Bhlhe40",4909.046,688.5212,15.097751,40.0
281474976710973,7740,1,"Parm1",4909.3467,680.81903,17.53261,40.0
281474976710974,7752,1,"Dkk3",4910.407,833.5123,14.079493,40.0
281474976710975,7741,0,"Dkk3",4909.695,708.91266,15.462891,15.846202
281474976710976,7723,0,"Parm1",4910.0464,717.58307,14.410911,17.074888
281474976710977,7738,0,"Dkk3",4910.1626,676.94385,16.271133,22.913054
281474976710978,9291,0,"Neurod6",4912.004,888.0384,14.17783,15.160624
281474976710979,7896,0,"Bhlhe40",4910.6924,657.06573,15.257993,40.0
281474976710980,7740,1,"Neurod6",4911.4087,687.1711,15.922213,40.0
281474976710981,7740,0,"Dkk3",4911.967,688.00555,15.727033,15.126132
281474976710982,7720,0,"Dkk3",4912.4487,754.8157,14.863547,28.924047
281474976710983,7740,0,"Bhlhe40",4912.5127,690.295,14.105617,40.0
281474976710984,7743,1,"Dkk3",4912.638,702.4366,16.901861,40.0
281474976710985,7741,0,"Dkk3",4912.6704,696.2788,16.30621,40.0
281474976710986,7741,1,"Neurod6",4912.8193,704.43933,15.841753,40.0
281474976710987,7740,0,"Dkk3",4912.8105,685.0275,15.174965,13.882746
281474976710988,7896,1,"Sox10",4912.8286,655.82574,14.370122,16.711836
281474976710989,7894,1,"Dkk3",4912.8057,639.70105,14.5478945,28.154264
281474976710990,726,0,"Neurod6",4914.2183,844.0524,15.750262,40.0
281474976710991,7739,0,"Car4",4913.381,678.1273,15.666517,40.0
281474976710992,7897,0,"Dkk3",4913.897,670.52264,16.067167,40.0
281474976710993,7741,0,"Dkk3",4914.078,697.21783,15.836189,22.886587
281474976710994,7739,0,"Dkk3",4914.166,684.5663,15.534157,40.0
281474976710995,7894,0,"Sox10",4914.189,648.18207,14.183758,15.764131
281474976710996,7739,1,"Cpne8",4914.482,682.5511,16.110336,16.631605
281474976710997,7741,0,"Dkk3",4914.9165,695.85004,15.968697,40.0
281474976710998,7896,0,"Sox10",4915.26,649.7251,14.441975,26.166996
281474976710999,7746,0,"Lyz2",4915.7407,747.03937,15.64727,28.924047
281474976711000,7747,0,"Wfs1",4916.3213,776.74915,15.503164,40.0
281474976711001,7897,0,"Car4",4916.284,669.76807,16.252995,25.983374
281474976711002,7894,0,"Dkk3",4916.2354,644.13025,16.530918,40.0
281474976711003,7894,1,"Lyz2",4916.4443,641.0796,15.179807,40.0
281474976711004,7747,0,"Bhlhe40",4917.057,763.27747,14.588751,40.0
281474976711005,7739,0,"Dkk3",4916.8706,676.9838,15.293368,15.622429
281474976711006,7743,1,"Car4",4917.1978,703.5837,14.373603,16.09986
281474976711007,7753,1,"Car4",4918.6836,837.4079,17.621153,40.0
281474976711008,726,1,"Neurod6",4918.999,843.5387,15.325991,40.0
281474976711009,7739,1,"Dkk3",4918.484,684.7626,15.255152,40.0
281474976711010,7723,0,"Parm1",4918.7393,729.53546,14.727174,22.887001
281474976711011,726,0,"Dkk3",4919.5596,845.57996,14.912119,40.0
281474976711012,7739,1,"Sema5b",4919.163,682.0866,14.86495,40.0
281474976711013,7739,1,"Car4",4919.2153,682.11017,18.007694,40.0
281474976711014,709,0,"Bhlhe40",4920.2656,750.29346,13.907005,40.0
281474976711015,7739,1,"Dkk3",4920.107,678.85095,17.064213,40.0
281474976711016,7746,1,"Lyz2",4920.3784,740.7524,16.157188,28.924047
281474976711017,7739,0,"Dkk3",4920.7354,675.3106,15.242136,28.154264
281474976711018,7896,0,"Sema5b",4920.6797,657.488,15.157301,40.0
281474976711019,1155,0,"Dkk3",4922.596,895.80475,13.893968,22.1495
281474976711020,7746,1,"Wfs1",4921.88,736.2074,14.303489,40.0
281474976711021,7723,0,"Nxph3",4922.545,727.7557,14.323574,15.065754
281474976711022,709,0,"Neurod6",4922.9414,749.3977,14.991976,28.924047
281474976711023,7747,0,"Lyz2",4923.1143,773.5576,14.355804,40.0
281474976711024,-1,0,"Bhlhe40",4923.542,820.071,14.668424,40.0
281474976711025,726,0,"Wfs1",4923.764,849.3581,15.243436,40.0
281474976711026,7747,0,"Dkk3",4923.7993,782.29047,14.9222,16.515629
281474976711027,726,0,"Cpne8",4924.2686,848.78986,15.86582,40.0
281474976711028,7723,0,"Parm1",4923.7744,728.0683,14.726114,40.0
281474976711029,7739,0,"Bhlhe40",4923.692,693.79285,14.074603,40.0
281474976711030,7747,0,"Neurod6",4924.7686,764.79565,14.776784,40.0
281474976711031,7737,0,"Dkk3",4924.4043,673.8002,15.582156,40.0
281474976711032,7737,1,"Dkk3",4924.4863,675.9765,15.875341,28.154264
281474976711033,7723,0,"Parm1",4925.1934,717.79083,13.643618,40.0
281474976711034,715,0,"Neurod6",4926.9404,856.2193,14.196052,40.0
281474976711035,7737,0,"Bhlhe40",4926.022,669.1835,14.7378235,40.0
281474976711036,1153,0,"Car4",4927.2812,888.38995,15.40599,8.527518
281474976711037,709,0,"Neurod6",4926.598,749.643,15.454493,40.0
281474976711038,1153,0,"Dkk3",4928.1514,882.03595,15.522069,40.0
281474976711039,7737,1,"Dkk3",4927.6797,678.073,14.950608,28.154264
281474976711040,709,0,"Bhlhe40",4928.1597,746.3765,15.659451,31.836647
281474976711041,-1,0,"Dkk3",4928.62,823.56506,14.021639,40.0
281474976711042,709,1,"Dkk3",4928.9307,749.0374,14.401486,40.0
281474976711043,7737,1,"Dkk3",4928.739,677.19226,16.146769,40.0
281474976711044,7893,0,"Lyz2",4928.848,638.32227,15.214103,16.324787
281474976711045,746,0,"Dkk3",4929.6147,796.40875,14.228842,40.0
281474976711046,7893,1,"Car4",4929.624,638.4233,16.436735,34.373394
281474976711047,709,0,"Neurod6",4930.549,753.60376,14.754501,40.0
281474976711048,746,0,"Dkk3",4930.7715,784.0734,15.11662,15.5245905
281474976711049,709,1,"Dkk3",4930.65,752.21106,13.884111,28.154264
281474976711050,709,1,"Neurod6",4930.677,747.7004,15.913699,15.870037
281474976711051,7896,0,"Dkk3",4930.551,660.31415,15.582746,40.0
281474976711052,7893,1,"Parm1",4930.5864,638.21216,17.199915,40.0
281474976711053,-1,0,"Dkk3",4931.4644,807.29724,14.647413,21.652824
281474976711054,709,1,"Bhlhe40",4931.3027,751.50464,14.514608,40.0
281474976711055,7737,0,"Dkk3",4931.261,675.868,15.388421,40.0
281474976711056,709,0,"Dkk3",4931.6973,744.80505,15.524951,23.942379
281474976711057,7893,1,"Bhlhe40",4931.49,640.6475,15.30747,40.0
281474976711058,1153,0,"Car4",4933.374,884.21106,16.07016,25.374844
281474976711059,709,1,"Dkk3",4932.5396,752.9726,14.298134,11.1298065
281474976711060,746,0,"Dkk3",4932.9014,794.8689,14.528947,28.154264
281474976711061,7893,1,"Cpne8",4932.892,639.17285,15.226977,40.0
281474976711062,709,1,"Dkk3",4933.4355,747.7637,16.90403,26.538876
281474976711063,709,1,"Dkk3",4933.6704,751.63055,15.670727,15.686236
281474976711064,715,0,"Dkk3",4934.3857,848.5033,14.686556,40.0
281474976711065,746,1,"Dkk3",4934.5786,786.8143,15.336051,11.2186985
281474976711066,709,1,"Dkk3",4934.429,754.7383,15.439753,40.0
281474976711067,746,1,"Neurod6",4935.1934,780.2063,14.565607,40.0
281474976711068,715,0,"Dkk3",4936.1772,874.8877,14.063791,40.0
281474976711069,709,0,"Bhlhe40",4935.462,754.8545,16.689436,40.0
281474976711071,709,1,"Neurod6",4935.657,748.7635,15.794716,28.154264
